aspect_id,aspect_name,aspect_comment,aspect_ratio,aspect_ratio_comment,key_moment,key_moment_comment,key_moment_ratio,key_moment_ratio_comment,text_id,text_ratio_mean,text_ratio_median
1,Риски снятия ограничений,"США могут предложить снятие санкций в обмен на уступки, сделав отрасль зависимой от западных технологий и подорвав технологический суверенитет",100,"Аспект раскрыт полностью. Текст содержит прямую цитату Юрия Мирзоева о рисках снятия санкций: США могут потребовать уступок, что сделает отрасль зависимой от западных технологий и подорвет технологический суверенитет, полностью соответствуя комментарию к аспекту.",Авиапром: между импортозамещением и технологическими рисками,"Отрасль взяла курс на 100% импортозамещение, но снятие санкций может создать долгосрочные угрозы",100,"Ключевой момент раскрыт полностью. Текст детально освещает все три аспекта: подтверждает курс на 100% импортозамещение, задержки в производстве, инвестиции Аэрофлота, экспертные оценки рисков снятия санкций (включая угрозу технологической зависимости) и дилемму между временным решением дефицита и долгосрочными последствиями. Экспертные мнения (Мирзоев, Бабанский) и конкретные данные (сроки поставок, суммы инвестиций) обеспечивают исчерпывающее раскрытие темы.",0,89.88888888888889,90.0
2,Кратковременная польза vs долгосрочные угрозы,"Поставки из недружественных стран могут временно закрыть дефицит, но возврат к старой модели признан недопустимым",100,"Аспект раскрыт полностью. Текст включает позицию Дмитрия Бабанского (SBS Consulting): поставки из недружественных стран могут временно закрыть дефицит, но возврат к прежней модели недопустим ('наступить на те же грабли'). Это точно отражает конфликт краткосрочной пользы и долгосрочных угроз.",Авиапром: между импортозамещением и технологическими рисками,"Отрасль взяла курс на 100% импортозамещение, но снятие санкций может создать долгосрочные угрозы",100,"Ключевой момент раскрыт полностью. Текст детально освещает все три аспекта: подтверждает курс на 100% импортозамещение, задержки в производстве, инвестиции Аэрофлота, экспертные оценки рисков снятия санкций (включая угрозу технологической зависимости) и дилемму между временным решением дефицита и долгосрочными последствиями. Экспертные мнения (Мирзоев, Бабанский) и конкретные данные (сроки поставок, суммы инвестиций) обеспечивают исчерпывающее раскрытие темы.",0,89.88888888888889,90.0
0,Рост числа предприятий,Количество МСП выросло с 5.8 млн (2022) до 6.3 млн (2023). Малый бизнес эффективно включился в импортозамещение благодаря гибкости и господдержке,100,"Раскрыто полностью. Текст содержит точные данные о росте МСП (5.8 млн в 2022 г. → 6.3 млн в 2023 г.), подчеркивает роль господдержки и адаптивности бизнеса в импортозамещении. Пример из реплики Александра Исаевича подтверждает тезис.",Влияние на МСП и легкую промышленность,"Санкции стимулировали рост МСП, но замещение часто происходит за счет китайских производителей",93,"Ключевой момент раскрыт полно (93.3%). Текст подтверждает рост МСП и китайское доминирование в легпрроме, но не полностью детализирует структуру замещения (не хватает данных о доле китайских товаров). Уязвимость при отмене санкций описана исчерпывающе с примерами из текстиля, автопрома и общепита.",0,89.88888888888889,90.0
1,Китайское доминирование в легкой промышленности,Рост на 20% в 2024 г частично обеспечен гособоронзаказом. Китайские производители вытесняют российские (пример: закрытие Gloria Jeans),80,"Раскрыто частично. Текст подтверждает доминирование китайских производителей (пример с Gloria Jeans и общий рынок), но не упоминает индийских/иранских поставщиков. Данные о 20% росте легпрома в 2024 г. и роли гособоронзаказа приведены, но без детализации структуры замещения.",Влияние на МСП и легкую промышленность,"Санкции стимулировали рост МСП, но замещение часто происходит за счет китайских производителей",93,"Ключевой момент раскрыт полно (93.3%). Текст подтверждает рост МСП и китайское доминирование в легпрроме, но не полностью детализирует структуру замещения (не хватает данных о доле китайских товаров). Уязвимость при отмене санкций описана исчерпывающе с примерами из текстиля, автопрома и общепита.",0,89.88888888888889,90.0
2,Уязвимость при отмене санкций,"Возврат западных брендов ударит по отечественным производителям пищевой промышленности и общепита (кафе вместо McDonald's), а также по закредитованным предприятиям",100,"Раскрыто полностью. Текст детально описывает риски: угрозу для внутреннего туризма, пищевой промышленности (пример «АвтоВАЗа» с кредитами 100 млрд руб.) и общепита (возвращение Starbucks/McDonald’s). Комментарии Александра Калинина прямо соответствуют аспекту.",Влияние на МСП и легкую промышленность,"Санкции стимулировали рост МСП, но замещение часто происходит за счет китайских производителей",93,"Ключевой момент раскрыт полно (93.3%). Текст подтверждает рост МСП и китайское доминирование в легпрроме, но не полностью детализирует структуру замещения (не хватает данных о доле китайских товаров). Уязвимость при отмене санкций описана исчерпывающе с примерами из текстиля, автопрома и общепита.",0,89.88888888888889,90.0
0,Плюсы для потребителей,"Укрепление рубля, удешевление импорта, снижение цен на товары, возврат западных конкурентов",70,"Аспект раскрыт частично. Текст содержит прямое упоминание укрепления рубля и удешевления импорта (комментарий Калинина), а также возврата западных конкурентов в контексте общепита и автопрома. Однако отсутствуют конкретные примеры снижения цен на товары для конечных потребителей и количественные оценки влияния на стоимость жизни.",Позитивные и негативные макроэкономические эффекты,Отмена санкций принесет противоречивые последствия для разных секторов экономики,85,"Ключевой момент раскрыт полно. Текст системно анализирует противоречивые последствия снятия санкций через призму отраслей: потребительские выгоды vs угрозы производителям, дихотомию ВПК/импортозамещение. Подтвержден экспертами (Калинин, Надоршин, Симачев), подкреплен примерами (АвтоВАЗ, Gloria Jeans, IT-сектор) и статистикой (рост МСП). Упущена лишь интегральная оценка ВВП.",0,89.88888888888889,90.0
1,Угрозы для отечественных производителей,"Риски для внутреннего туризма, пищевой промышленности, молодого бизнеса в общепите. Пример: АвтоВАЗ вложил 100+ млрд руб в замещение импорта",95,"Аспект раскрыт полностью. Детально представлены риски для внутреннего туризма, пищевой промышленности (пример АвтоВАЗа с инвестициями 100+ млрд руб) и молодого бизнеса в общепите. Приведены экспертные оценки (Калинин, Завьялов) и отраслевые примеры (закрытие Gloria Jeans, проблемы станкостроения), подтверждающие угрозы для производителей.",Позитивные и негативные макроэкономические эффекты,Отмена санкций принесет противоречивые последствия для разных секторов экономики,85,"Ключевой момент раскрыт полно. Текст системно анализирует противоречивые последствия снятия санкций через призму отраслей: потребительские выгоды vs угрозы производителям, дихотомию ВПК/импортозамещение. Подтвержден экспертами (Калинин, Надоршин, Симачев), подкреплен примерами (АвтоВАЗ, Gloria Jeans, IT-сектор) и статистикой (рост МСП). Упущена лишь интегральная оценка ВВП.",0,89.88888888888889,90.0
2,Неравномерное влияние,"Выиграют потребители и ВПК (упрощение доступа к технологиям), но пострадают отрасли, инвестировавшие в импортозамещение",90,"Аспект раскрыт почти полностью. Четко показана диспропорция: выгоды для ВПК и потребителей (Надоршин) vs риски для импортозамещающих отраслей (Бабинский, Сальников). Конкретизированы сектора-победители (авиация, фармацевтика по Мирзоеву) и проигравшие (машиностроение, IT). Не хватает лишь обобщающей статистики по макроэффектам.",Позитивные и негативные макроэкономические эффекты,Отмена санкций принесет противоречивые последствия для разных секторов экономики,85,"Ключевой момент раскрыт полно. Текст системно анализирует противоречивые последствия снятия санкций через призму отраслей: потребительские выгоды vs угрозы производителям, дихотомию ВПК/импортозамещение. Подтвержден экспертами (Калинин, Надоршин, Симачев), подкреплен примерами (АвтоВАЗ, Gloria Jeans, IT-сектор) и статистикой (рост МСП). Упущена лишь интегральная оценка ВВП.",0,89.88888888888889,90.0
0,Национальные платежные решения,"СПФС Банка России покрыла критически важные внутренние платежи после отключения от SWIFT, но не является глобальной альтернативой",100,"Аспект раскрыт полностью. Текст подробно описывает СПФС как решение для внутренних платежей после отключения от SWIFT, прямо указывает на её ограниченность (ориентация только на внутренний рынок, отсутствие глобальных амбиций в отличие от CIPS) и причины невозможности создания глобальных альтернатив из-за санкций. Цитируются комментарии Алмы Обаевой, усиливающие тезис.",Платежные системы и финансовые аспекты,"Россия создала альтернативы западным финансовым институтам, но их глобальный потенциал ограничен",100,"Ключевой момент раскрыт полностью. Текст исчерпывающе освещает все три аспекта: функциональность и ограничения СПФС, статус цифрового рубля и мотивы США. Приведены экспертные оценки (Обаева, Головченко), данные о сроках и причинах решений. Отсутствуют пробелы в описании альтернатив, их потенциала и внешнеполитических интересов.",0,89.88888888888889,90.0
1,Цифровой рубль,"Пилотный запуск в 2023, массовое внедрение отложено. Может усилить позиции в трансграничных расчетах",100,"Аспект раскрыт полностью. Текст содержит все ключевые элементы: пилотный запуск цифрового рубля в 2023 г., факт переноса массового внедрения, его потенциальную роль в трансграничных расчетах. Упоминаются этапы развития (начало работ в 2020 г.) и причины задержки (запрос участников эксперимента), что подтверждает полноту информации.",Платежные системы и финансовые аспекты,"Россия создала альтернативы западным финансовым институтам, но их глобальный потенциал ограничен",100,"Ключевой момент раскрыт полностью. Текст исчерпывающе освещает все три аспекта: функциональность и ограничения СПФС, статус цифрового рубля и мотивы США. Приведены экспертные оценки (Обаева, Головченко), данные о сроках и причинах решений. Отсутствуют пробелы в описании альтернатив, их потенциала и внешнеполитических интересов.",0,89.88888888888889,90.0
2,Интерес США,Снятие ограничений с российских банков может мотивироваться желанием вернуть Россию в долларовые расчеты,100,"Аспект раскрыт полностью. Текст прямо указывает на интерес США к снятию санкций с банков для возврата России в долларовые расчеты, цитируя Алексея Головченко. Подчеркивается мотивация (важность для экономики США), что соответствует заданному комментарию без пропусков.",Платежные системы и финансовые аспекты,"Россия создала альтернативы западным финансовым институтам, но их глобальный потенциал ограничен",100,"Ключевой момент раскрыт полностью. Текст исчерпывающе освещает все три аспекта: функциональность и ограничения СПФС, статус цифрового рубля и мотивы США. Приведены экспертные оценки (Обаева, Головченко), данные о сроках и причинах решений. Отсутствуют пробелы в описании альтернатив, их потенциала и внешнеполитических интересов.",0,89.88888888888889,90.0
0,Приоритетные сектора для США,"Авиация (где есть проблемы с логистикой в Азию), металлургия, химпром – где Россия не создаст конкуренции",40,"Аспект раскрыт частично. Текст детально освещает авиацию (проблемы логистики в Азию, риски технологической зависимости), но не упоминает металлургию и химпром как сектора, где Россия не создаст конкуренции США. Примеры ограничены авиастроением.",Условия и возможные сектора для отмены санкций,"США будут снимать санкции выборочно, исходя из собственных интересов",63,"Ключевой момент раскрыт частично (63%). Основной тезис (выборочность снятия санкций в интересах США) поддержан примерами по авиации и фармацевтике, но недостаточно аргументирован для металлургии/химпрома. Ограниченный эффект отмены раскрыт идеально. Не хватает глубины в анализе приоритетов США: отсутствуют прямые цитаты о стратегических интересах в указанных секторах.",0,89.88888888888889,90.0
1,Критерии смягчения,"Санкции могут снять с компаний, не связанных с оборонным комплексом или политической элитой (сельское хозяйство, фармацевтика)",50,"Аспект раскрыт частично. Текст подтверждает критерий для фармацевтики (упомянутой в списке Мирзоева) и приводит примеры смены собственников (ОЗОН Банк). Однако сельское хозяйство не обсуждается, а общий принцип (отсутствие связи с оборонкой/элитой) лишь кратко упомянут юристом Мирзоевым без детализации.",Условия и возможные сектора для отмены санкций,"США будут снимать санкции выборочно, исходя из собственных интересов",63,"Ключевой момент раскрыт частично (63%). Основной тезис (выборочность снятия санкций в интересах США) поддержан примерами по авиации и фармацевтике, но недостаточно аргументирован для металлургии/химпрома. Ограниченный эффект отмены раскрыт идеально. Не хватает глубины в анализе приоритетов США: отсутствуют прямые цитаты о стратегических интересах в указанных секторах.",0,89.88888888888889,90.0
2,Ограниченный эффект,Формальная отмена не гарантирует возобновления сотрудничества: компании опасаются геополитических рисков и повторного введения санкций,100,Аспект раскрыт полностью. Текст содержит развернутый анализ Надоршина: формальная отмена ≠ возобновление сотрудничества из-за страха компаний перед геополитическими рисками и повторными санкциями. Приведены механизмы формирования недоверия.,Условия и возможные сектора для отмены санкций,"США будут снимать санкции выборочно, исходя из собственных интересов",63,"Ключевой момент раскрыт частично (63%). Основной тезис (выборочность снятия санкций в интересах США) поддержан примерами по авиации и фармацевтике, но недостаточно аргументирован для металлургии/химпрома. Ограниченный эффект отмены раскрыт идеально. Не хватает глубины в анализе приоритетов США: отсутствуют прямые цитаты о стратегических интересах в указанных секторах.",0,89.88888888888889,90.0
